infra_id,phase_reconstruction,duree_totale,cout_total
P005100,1,12.51951350613308,3129.87837653327
P000732,1,21.5742772172186,5393.56930430465
P008001,1,19.60362686493784,4900.90671623446
P000719,1,21.396318701628,5349.079675407001
P008003,1,33.9895798122914,8497.394953072851
P008004,1,21.339528418028003,3841.11511524504
P000494,1,9.68014026457464,2420.0350661436596
P008010,1,37.8782357367241,6818.0824326103375
P008012,1,5.60865150972822,1402.162877432055
P008011,1,40.3225603280688,7560.480061512901
P007810,1,1.863422357249065,335.4160243048317
P004862,1,17.64297448618342,4410.743621545855
P008031,1,21.957864754294,5489.4661885735
P008032,1,21.0419495680758,5260.48739201895
P008035,1,23.4395184501752,5859.8796125438
P004196,1,38.7140661050286,6968.531898905148
P007703,1,40.5612651562176,7605.237216790801
P004862,1,17.64297448618342,4410.743621545855
P008031,1,21.957864754294,5489.4661885735
P008032,1,21.0419495680758,5260.48739201895
P008034,1,50.0495154489985,9008.91278081973
P007534,1,55.454319263605996,9981.77746744908
P006712,1,62.781387714971004,11300.64978869478
P003802,1,25.0024039218976,6250.6009804744
P003870,1,12.96828541819764,3242.07135454941
P007699,1,47.1261214596436,8836.147773683175
P006712,1,62.781387714971004,11300.64978869478
P003802,1,25.0024039218976,6250.6009804744
P007602,1,22.4777053777174,5619.42634442935
P005100,1,12.51951350613308,3129.87837653327
P000732,1,21.5742772172186,5393.56930430465
P008001,1,19.60362686493784,4900.90671623446
P000719,1,21.396318701628,5349.079675407001
P008003,1,33.9895798122914,8497.394953072851
P008004,1,21.339528418028003,3841.11511524504
P000494,1,9.68014026457464,2420.0350661436596
P000748,1,9.24825371255874,2312.0634281396847
P007763,1,13.3145042808179,3328.626070204475
P005100,1,12.51951350613308,3129.87837653327
P000732,1,21.5742772172186,5393.56930430465
P008001,1,19.60362686493784,4900.90671623446
P000719,1,21.396318701628,5349.079675407001
P008003,1,33.9895798122914,8497.394953072851
P008004,1,21.339528418028003,3841.11511524504
P000494,1,9.68014026457464,2420.0350661436596
P008010,1,37.8782357367241,6818.0824326103375
P008012,1,5.60865150972822,1402.162877432055
P008013,1,41.4379819423978,7458.836749631604
P000740,1,26.17834183104735,4712.101529588524
P007702,1,9.47664600483384,2369.1615012084603
P006457,1,48.88157998104735,8798.684396588524
P003569,1,16.62276231760328,4155.69057940082
P007777,1,44.757228093628704,8056.301056853166
P005117,1,26.525405162197,6631.35129054925
P008002,1,62.673371569880494,11281.20688257849
P008006,1,35.9057086469146,8976.427161728649
P007737,1,23.3004897895359,4194.088162116462
P005100,1,12.51951350613308,3129.87837653327
P000732,1,21.5742772172186,5393.56930430465
P008001,1,19.60362686493784,4900.90671623446
P000719,1,21.396318701628,5349.079675407001
P000644,1,11.59372946073372,2898.4323651834297
P007802,1,18.61266233971608,3489.874188696765
P005820,1,29.143695801929,7285.92395048225
P007988,1,71.7405581612988,13451.354655243524
P007698,1,18.94505994349382,4736.264985873455
P006193,1,60.931939702661,10967.74914647898
P002851,1,43.2128062416936,8102.40117031755
P007624,1,8.21980949196974,2054.952372992435
P006712,1,62.781387714971004,11300.64978869478
P003802,1,25.0024039218976,6250.6009804744
P003870,1,12.96828541819764,3242.07135454941
P003881,1,10.96859065586668,2742.1476639666703
P007637,1,22.891828187737,5722.957046934251
P005000,1,10.87654320028952,2039.351850054285
P008028,1,73.9595450312154,18489.88625780385
P007593,1,41.611712456044,7802.196085508251
P004862,1,17.64297448618342,4410.743621545855
P008031,1,21.957864754294,5489.4661885735
P008032,1,21.0419495680758,5260.48739201895
P008035,1,23.4395184501752,5859.8796125438
P004196,1,38.7140661050286,6968.531898905148
P004185,1,11.64347425365554,2910.868563413885
P007463,1,48.95640457105885,8812.152822790593
P005915,1,51.3047690788736,9619.6442022888
P002445,1,13.9206677802863,3480.166945071575
P007764,1,16.46445320522216,3087.084975979155
P005117,1,26.525405162197,6631.35129054925
P008002,1,62.673371569880494,11281.20688257849
P008007,1,13.6927861971801,3423.196549295025
P007638,1,25.510367768057097,4591.866198250278
P005100,1,12.51951350613308,3129.87837653327
P000732,1,21.5742772172186,5393.56930430465
P008001,1,19.60362686493784,4900.90671623446
P000719,1,21.396318701628,5349.079675407001
P008003,1,33.9895798122914,8497.394953072851
P008004,1,21.339528418028003,3841.11511524504
